2026-03-11 02:45:33 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for maxTenants found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for maxTenants found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for maxTenants found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for maxTenants found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for maxTenants found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for maxTenants found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
2026-03-11 02:51:53 [http-nio-0.0.0.0-8080-exec-10] WARN  c.g.c.firestore.CustomClassMapper - No setter/field for totalRooms found on class UniNest.Backend.model.Apartment
